2,2,20130107022317,25.0585,1
527164,756,20130106173619,0.0016,2
527164,507666,20130106173619,425.43986,2
507666,507667,20130107022317,425.43536,3
507666,3,20130107022317,0.004,3
3016,507668,20130106123044,259.3775773,4
3016,13,20130106123044,35.38146,4
507668,3,20130107022317,0.008,5
507668,507669,20130107022317,259.3690773,5
555857,555858,20130105181211,0.0016,6
555857,507670,20130105181211,47.4671573,6
507670,507671,20130107022317,47.4586573,7
507670,3,20130107022317,0.008,7
622746,622747,20130103135838,0.0045,8
622746,507672,20130103135838,42.3705266,8
507672,507673,20130107022317,42.3620266,9
507672,3,20130107022317,0.008,9
508021,508022,20130107021833,2.55916,10
508021,4,20130107021833,46.85,10
4,507676,20130107022317,0.041,11
4,5,20130107022317,46.85,11
1182,4,20130106215754,0.0415,12
1182,5,20130106215754,100.0,12
543611,507678,20130106033043,26.4725768,13
543611,756,20130106033043,0.0012,13
507678,3,20130107022317,0.0032,14
507678,507680,20130107022317,26.4688768,14
509106,507681,20130107015459,14.1729588,15
509106,6,20130107015459,0.3,15
507681,507682,20130107022317,13.8724588,16
507681,6,20130107022317,0.3,16
508712,507684,20130107020437,14.057511,17
508712,188,20130107020437,5.0,17
507684,507685,20130107022317,13.247011,18
507684,507686,20130107022317,0.81,18
508233,507687,20130107021833,8.483,19
508233,6,20130107021833,0.1,19
507687,507688,20130107022317,6.9825,20
507687,6,20130107022317,1.5,20
508226,508227,20130107021833,0.0002,21
508226,507690,20130107021833,8.4924,21
508226,508228,20130107021833,0.0001,21
507690,507691,20130107022317,8.4918,22
507690,7,20130107022317,0.0001,22
508232,507693,20130107021833,7.4546694,23
508232,6,20130107021833,3.5,23
507693,507694,20130107022317,3.9216464,24
507693,6,20130107022317,3.532523,24
6,507693,20130107022317,0.0171626,25
6,6,20130107022317,3.5143604,25
515083,3,20130106225804,0.0064,26
515083,507695,20130106225804,6.7518473,26
507695,507696,20130107022317,6.7493473,27
507695,507697,20130107022317,0.002,27
6,8,20130107021833,0.022444,28
6,6,20130107021833,1.3025352,28
8,6,20130107022317,0.03,29
8,6,20130107022317,0.02,29
8,8,20130107022317,0.0183721,29
8,6,20130107022317,0.02,29
6,8,20130107021208,0.022444,30
6,6,20130107021208,0.8391428,30
6,8,20130107021208,0.020921,31
6,6,20130107021208,8.9877963,31
6,8,20130107021833,0.0230631,32
6,6,20130107021833,0.621479,32
6,8,20130107022317,0.022444,33
6,6,20130107022317,15.0600567,33
6,507702,20130107001441,1.1737,34
6,6,20130107001441,15.0635007,34
6,6,20130107001441,15.0635007,34
508234,507699,20130107021833,5.286621,35
508234,6,20130107021833,0.1,35
507699,507700,20130107022317,0.286121,36
507699,507701,20130107022317,5.0,36
507702,6,20130107021833,0.04,37
507702,6,20130107021833,0.01,37
507702,507702,20130107021833,1.6055,37
507702,6,20130107022317,0.1,38
507702,507702,20130107022317,1.505,38
507702,6,20130107022317,0.55,39
507702,507702,20130107022317,0.9545,39
6,507702,20130107022317,1.1016164,40
6,6,20130107022317,8.7961732,40
6,525237,20130106124832,0.0102105,41
6,6,20130106124832,9.3487896,41
507701,6,20130107022317,1.0,42
507701,507701,20130107022317,3.9995,42
570224,570225,20130105083552,0.0079,43
570224,507703,20130105083552,4.7282,43
507703,507704,20130107022317,4.7197,44
507703,3,20130107022317,0.008,44
507701,6,20130107022317,1.0,45
507701,507701,20130107022317,2.999,45
507706,6,20130107021833,0.02,46
507706,507706,20130107021833,0.0006691,46
6,507706,20130107022317,0.03864,47
6,6,20130107022317,2.7839687,47
6,3261,20130106090757,0.31262,48
6,6,20130106090757,2.8036087,48
551686,507707,20130105201729,3.1268,49
551686,1906,20130105201729,0.0036,49
507707,507708,20130107022317,3.1239,50
507707,507709,20130107022317,0.0024,50
510648,507710,20130107005110,3.06158,51
510648,510649,20130107005110,0.0024,51
507710,507711,20130107022317,3.05308,52
507710,3,20130107022317,0.008,52
6,507687,20130107022317,0.007,53
6,6,20130107022317,1.492,53
569854,507712,20130105084545,2.4292,54
569854,569855,20130105084545,0.0163,54
507712,507713,20130107022317,0.0024,55
507712,507714,20130107022317,2.4263,55
513080,3,20130106235856,0.0068,56
